title,popularity,release_date,vote_average,vote_count
Scooby-Doo! Camp Scare,39.071,2010-09-14,7.844,301
The Whale,66.094,2022-12-09,7.842,3862
The Big Lebowski,41.709,1998-03-06,7.842,11166
My Way,10.249,2011-12-21,7.8,381
The Nightmare Before Christmas,156.333,1993-10-09,7.841,9528
Dog Day Afternoon,20.084,1975-09-21,7.8,2953
Papillon,26.658,1973-12-16,7.84,1898
A Fistful of Dollars,31.684,1964-09-12,7.84,4211
Anatomy of a Murder,17.886,1959-07-01,7.84,969
Charm City Kings,33.44,2020-01-27,7.839,470
Sunrise: A Song of Two Humans,23.292,1927-11-04,7.8,801
Carlito's Way,31.062,1993-11-10,7.838,3132
Ace in the Hole,11.447,1951-06-29,7.839,660
The Boy in the Striped Pyjamas,75.47,2008-05-07,7.8,7141
Grand Illusion,10.007,1937-06-04,7.834,682
All My Life,33.488,2020-10-23,7.833,481
How to Train Your Dragon,184.99,2010-03-18,7.833,13022
Nostalgia,13.282,1983-05-01,7.836,529
The Grapes of Wrath,14.386,1940-03-15,7.8,977
Millennium Actress,20.051,2002-09-14,7.8,848
The Marquis of Grillo,5.768,1981-12-23,7.832,459
The Best Offer,15.896,2013-01-01,7.83,2827
The Virgin Spring,13.213,1960-02-08,7.8,609
1900,9.783,1976-08-28,7.83,621
Rosemary's Baby,35.757,1968-06-12,7.8,3909
Two Women,9.729,1960-12-22,7.8,530
World of Tomorrow,7.36,2015-01-22,7.8,321
"Love, Rosie",64.807,2014-10-16,7.8,6203
The Bridge on the River Kwai,25.273,1957-10-11,7.828,2086
The Specials,8.024,2019-10-23,7.826,909
Ratatouille,149.526,2007-06-21,7.825,17049
Us Again,19.504,2021-03-03,7.8,318
A Bag of Marbles,15.982,2017-01-18,7.8,853
War Room,26.628,2015-08-28,7.824,518
Mulholland Dr.,17.081,1999-01-01,7.8,480
It Happened One Night,18.118,1934-02-22,7.8,1245
The Shadow in My Eye,17.503,2021-10-28,7.8,485
The Phantom Carriage,10.93,1921-01-01,7.8,313
Logan,79.091,2017-02-28,7.822,19247
La luna,8.212,2012-02-10,7.822,794
The Working Class Goes to Heaven,7.897,1971-09-17,7.822,338
Kiki's Delivery Service,51.183,1989-07-29,7.823,4058
To Be or Not to Be,18.218,1942-03-05,7.821,722
Io Capitano,20.548,2023-09-07,7.8,655
We Bare Bears: The Movie,19.288,2020-06-30,7.82,807
Finding Nemo,125.748,2003-05-30,7.82,19241
The First Slam Dunk,31.154,2022-12-03,7.8,396
The Summit of the Gods,11.64,2021-09-22,7.819,343
Fantozzi: White Collar Blues,5.592,1975-03-27,7.819,824
The Witch: Part 1. The Subversion,30.614,2018-06-27,7.818,553
Infernal Affairs,18.828,2002-12-12,7.818,1623
Z,11.028,1969-02-26,7.8,529
Luca,84.573,2021-06-17,7.817,8329
Spotlight,28.211,2015-11-06,7.817,8197
Mr. Nobody,38.438,2009-11-06,7.817,5816
Bajrangi Bhaijaan,21.435,2015-07-17,7.8,473
Elite Squad: The Enemy Within,22.82,2010-10-08,7.814,1836
Solaris,17.664,1972-03-20,7.816,1593
Whiplash,15.887,2013-01-18,7.809,356
Lisbela and the Prisoner,0.889,2003-08-22,7.815,381
Network,20.957,1976-11-14,7.815,1724
Fail Safe,9.341,1964-10-07,7.813,388
Rio Bravo,30.057,1959-03-18,7.814,1135
Before Sunset,25.301,2004-06-16,7.814,3364
One Life,28.12,2023-12-21,7.814,649
Snatch,54.644,2000-09-01,7.811,9016
Paprika,30.072,2006-10-21,7.811,2425
Mulholland Drive,33.97,2001-06-06,7.8,6195
Words on Bathroom Walls,15.166,2020-08-21,7.809,601
Gran Turismo,84.0,2023-08-09,7.808,2707
My Life as a Zucchini,10.041,2016-09-22,7.8,1348
Harry Potter and the Goblet of Fire,154.42,2005-11-16,7.808,20676
Close,47.681,2022-11-01,7.8,757
A Moment to Remember,12.899,2004-11-05,7.8,317
Kagemusha,11.143,1980-04-26,7.8,641
Fantastic Mr. Fox,39.847,2009-10-23,7.806,5418
Pirates of the Caribbean: The Curse of the Black Pearl,157.871,2003-07-09,7.806,20622
Emancipation,23.132,2022-12-02,7.8,1124
Midnight Sun,23.182,2018-03-22,7.804,3402
One Hundred Steps,10.884,2000-09-01,7.803,663
Monty Python and the Holy Grail,33.562,1975-03-14,7.802,5779
"Spring, Summer, Fall, Winter... and Spring",20.586,2003-09-19,7.8,1062
Day for Night,12.065,1973-05-24,7.8,587
Tod@s Caen,14.063,2019-08-30,7.8,476
I Saw the Devil,26.954,2010-08-12,7.8,2561
Toy Story 3,92.537,2010-06-16,7.8,14646
Evangelion: 2.0 You Can (Not) Advance,18.074,2009-06-26,7.801,863
Into the Wild,35.423,2007-09-21,7.799,9496
"The Gangster, the Cop, the Devil",68.796,2019-05-15,7.8,1140
No Game No Life: Zero,13.88,2017-07-15,7.8,387
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,16.863,2003-05-28,7.8,425
3-Iron,12.608,2004-10-15,7.798,1133
Rififi,7.489,1955-04-13,7.8,557
Land of Mine,12.566,2015-12-03,7.8,1372
Gifted Hands: The Ben Carson Story,50.298,2009-02-07,7.8,673
Polisse,9.084,2011-10-06,7.796,1212
Porco Rosso,26.416,1992-07-18,7.796,3275
The Perks of Being a Wallflower,37.245,2012-09-20,7.795,10441
Brokeback Mountain,42.695,2005-10-22,7.8,6956
Die Hard,122.391,1988-07-15,7.794,11114
Don't Be Bad,16.577,2015-09-08,7.793,965
Scent of a Woman,27.332,1992-12-23,7.8,3386
L.A. Confidential,34.338,1997-09-19,7.792,4917
Freaks,17.588,1932-01-01,7.791,1180
Presto,8.796,2008-06-27,7.79,993
The Wrong Trousers,15.205,1993-12-17,7.79,994
The Promised Land,29.896,2023-10-05,7.8,325
The Wind Rises,25.841,2013-07-20,7.8,3007
The Dinner Game,12.123,1998-04-15,7.788,1892
Rocky,54.111,1976-11-20,7.788,7843
A Short Film About Love,8.83,1988-08-21,7.8,369
Straight Outta Compton,54.198,2015-08-11,7.785,3874
Teen Titans: Trouble in Tokyo,44.486,2006-09-15,7.8,393
The King of Comedy,19.007,1982-12-18,7.8,2281
In the Arms of an Assassin,36.464,2019-12-06,7.782,409
Dune,148.492,2021-09-15,7.8,12761
God's Own Country,14.088,2017-08-31,7.8,892
The Girl Who Leapt Through Time,25.605,2006-07-15,7.8,2007
The Dark Knight Rises,74.979,2012-07-17,7.781,22712
The Best Years of Our Lives,14.061,1946-12-25,7.8,645
Arthur the King,43.962,2024-03-15,7.779,654
Never Look Away,13.645,2018-10-03,7.778,671
The Man Who Shot Liberty Valance,27.049,1962-04-13,7.8,1130
Forbidden Games,13.753,1952-05-09,7.778,309
Perfect Days,61.142,2023-11-10,7.779,1189
The Heist of the Century,17.567,2020-01-16,7.8,778
Everything Everywhere All at Once,72.876,2022-03-24,7.776,6573
Nine Queens,13.557,2000-08-31,7.8,705
The Last Laugh,7.933,1924-12-23,7.776,306
Donnie Darko,42.456,2001-01-19,7.774,12423
The Normal Heart,13.913,2014-05-25,7.773,871
A Woman Under the Influence,13.258,1974-11-18,7.773,481
Dogville,19.972,2003-05-21,7.8,2403
Awakenings,24.108,1990-12-04,7.772,2523
Luck,79.982,2022-08-05,7.771,1706
Short Term 12,11.522,2013-08-23,7.8,1286
Angel's Egg,11.666,1985-12-15,7.8,419
Ernest & Celestine,12.062,2012-12-12,7.767,597
The Twilight Samurai,8.891,2002-11-02,7.8,311
Le Samouraï,45.011,1967-10-25,7.769,1087
Letter from an Unknown Woman,7.724,1948-04-28,7.8,301
Back to the Future Part II,40.088,1989-11-22,7.765,12755
Life of Brian,32.015,1979-08-17,7.764,4389
The Untouchables,33.375,1987-06-03,7.764,5603
A Man Called Otto,63.232,2022-12-28,7.763,2772
Guy Ritchie's The Covenant,66.041,2023-04-19,7.762,2497
Big Fish,31.191,2003-12-25,7.762,7172
Amour,15.648,2012-09-20,7.8,1606
Shelter,17.475,2007-06-16,7.8,476
Ip Man,17.183,2008-12-12,7.761,3752
Through a Glass Darkly,11.439,1961-10-16,7.8,481
Rain Man,34.058,1988-12-12,7.761,6331
Hustle,29.276,2022-06-03,7.759,2511
Partly Cloudy,7.671,2009-05-28,7.76,1035
A Walk to Remember,68.065,2002-01-25,7.8,4033
The Ten Commandments,61.455,1956-10-05,7.758,1605
Pan's Labyrinth,55.028,2006-10-10,7.757,10519
All Quiet on the Western Front,17.366,1930-04-29,7.8,796
Train to Busan,104.381,2016-07-20,7.756,7437
Mustang,12.148,2015-06-17,7.8,1370
Fanny and Alexander,12.182,1982-12-17,7.8,767
Misery,31.564,1990-11-30,7.8,4645
The Hateful Eight,70.069,2015-12-25,7.754,14162
The Chaser,17.777,2008-02-14,7.8,1322
Wings of Desire,16.526,1987-09-23,7.754,1315
How to Train Your Dragon: The Hidden World,189.032,2019-01-03,7.751,6399
The King and the Mockingbird,7.436,1980-03-19,7.8,371
Touch of Evil,18.598,1958-03-30,7.8,1425
The Color Purple,25.248,1985-12-18,7.751,1772
Past Lives,39.623,2023-06-02,7.749,1677
A Million Miles Away,18.896,2023-09-08,7.749,433
Zootopia,113.557,2016-02-11,7.749,16316
Instructions Not Included,28.086,2013-07-20,7.7,879
RRR,57.147,2022-03-24,7.7,1308
Maudie,33.149,2016-06-16,7.749,481
Nothing Left to Do But Cry,12.618,1984-12-20,7.748,1131
Deep Red,28.235,1975-03-07,7.7,1458
Harry Potter and the Deathly Hallows: Part 1,158.833,2010-11-17,7.747,19040
The Seven Deadly Sins: Cursed by Light,20.607,2021-07-02,7.7,477
Two Is a Family,19.754,2016-12-07,7.746,2962
Marriage Italian Style,10.582,1964-12-18,7.7,507
Notorious,19.486,1946-08-21,7.746,1591
Underground,14.45,1995-05-13,7.7,672
Do the Right Thing,14.435,1989-06-14,7.744,1761
Shrek,153.772,2001-05-18,7.743,17139
Ninja Scroll,19.378,1993-06-05,7.745,628
Annie Hall,21.315,1977-04-19,7.742,3869
The King's Speech,59.849,2010-11-26,7.741,8673
Platoon,48.45,1986-12-19,7.742,4521
Mystic River,30.025,2003-10-07,7.741,6641
Temple Grandin,11.595,2010-02-06,7.74,450
Ponyo,50.344,2008-07-19,7.74,4295
Crooks in Clover,7.736,1963-11-27,7.739,501
The Breakfast Club,36.371,1985-02-15,7.739,7974
Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,16.692,2021-09-14,7.7,385
Still Walking,8.27,2008-06-28,7.7,366
L'Eclisse,18.253,1962-04-13,7.737,472
Accattone,8.829,1961-09-25,7.7,470
Marriage Story,29.181,2019-09-28,7.737,6903
Safety Last!,10.998,1923-04-01,7.736,504
The Red Balloon,11.886,1956-08-24,7.7,397
Slumdog Millionaire,34.627,2008-11-12,7.734,10529
The Celebration,11.335,1998-06-19,7.7,1069
Batman: Under the Red Hood,14.493,2010-07-27,7.733,1582
Beauty and the Beast,95.176,1991-10-22,7.733,9922
The Exorcist,56.673,1973-12-26,7.733,7952
Big Hero 6,151.264,2014-10-24,7.732,15602
John Wick: Chapter 4,212.342,2023-03-22,7.731,6567
"I, Daniel Blake",12.825,2016-10-21,7.731,1398
My Mom Is a Character,12.461,2013-06-21,7.7,648
PlayTime,14.405,1967-12-13,7.731,571
The Blues Brothers,22.906,1980-06-16,7.731,4169
Three Steps Above Heaven,65.502,2010-12-03,7.73,3062
Poor Things,103.663,2023-12-07,7.728,4205
All Quiet on the Western Front,65.535,2022-10-07,7.73,3867
Kabhi Khushi Kabhie Gham,18.499,2001-12-14,7.7,536
Vivre Sa Vie,11.377,1962-09-20,7.729,634
"Batman: The Dark Knight Returns, Part 1",24.044,2012-08-21,7.728,1585
Cool Hand Luke,18.197,1967-11-01,7.727,1413
The Sound of Music,57.81,1965-03-29,7.7,3264
Rush,46.304,2013-09-02,7.726,7102
Magnolia,23.551,1999-12-17,7.7,3534
Tetris,22.231,2023-03-15,7.724,1301
Mother,17.587,2009-05-28,7.724,1470
The Chorus,27.189,2004-03-17,7.725,2407
Manhattan,8.82,1979-04-25,7.724,2388
Sword Art Online: The Movie – Ordinal Scale,18.062,2017-02-18,7.723,678
The Avengers,122.597,2012-04-25,7.723,30808
Philadelphia,20.673,1993-12-22,7.722,4223
The Killer,37.171,2022-07-13,7.721,367
Holding the Man,10.587,2015-08-27,7.7,445
Selena,18.452,1997-03-21,7.721,1217
Sound of Metal,18.866,2020-11-20,7.72,2515
The Leopard,25.052,1963-03-27,7.7,821
The Straight Story,12.693,1999-10-15,7.7,1524
Ali: Fear Eats the Soul,18.063,1974-03-05,7.7,390
Rich in Love,12.963,2020-04-30,7.7,612
Rurouni Kenshin: The Final,28.034,2021-04-23,7.717,472
Hotel Rwanda,34.455,2004-12-22,7.717,2836
Edward Scissorhands,67.303,1990-12-07,7.717,12896
Red Shoes and the Seven Dwarfs,33.407,2019-07-25,7.7,1081
A Matter of Life and Death,21.489,1946-12-15,7.7,409
Harry Potter and the Chamber of Secrets,211.434,2002-11-13,7.716,21977
Back to the Outback,25.646,2021-12-03,7.7,721
Fallen Angels,22.508,1995-09-06,7.7,1047
Knockin' on Heaven's Door,22.49,1997-02-20,7.716,503
Belle,20.819,2021-07-16,7.713,743
Pride,12.325,2014-09-12,7.7,1293
Hiroshima Mon Amour,19.054,1959-06-10,7.713,804
Prey,91.019,2022-08-02,7.712,6675
Descendants 3,44.538,2019-08-02,7.712,1508
The Outlaws,41.921,2017-10-03,7.7,424
Azur & Asmar: The Princes' Quest,18.825,2006-05-21,7.712,620
Who's Afraid of Virginia Woolf?,20.786,1966-06-22,7.7,813
BPM (Beats per Minute),20.952,2017-08-23,7.7,1331
The Incredibles,86.324,2004-10-27,7.711,17634
The Holdovers,54.067,2023-10-27,7.7,1566
The Sacrifice,12.122,1986-05-09,7.713,526
Batman Begins,82.219,2005-06-10,7.709,20962
PK,17.273,2014-12-18,7.7,990
Rurouni Kenshin Part III: The Legend Ends,20.511,2014-09-13,7.708,487
A Charlie Brown Christmas,34.035,1965-12-09,7.708,671
The Ox-Bow Incident,6.99,1943-03-11,7.708,373
The Bridges of Madison County,26.519,1995-06-02,7.709,2152
Cousins,16.058,2019-12-10,7.7,334
My Little Pony: A New Generation,18.278,2021-09-22,7.7,308
Nightcrawler,48.144,2014-10-23,7.706,10744
White Snake,20.251,2019-01-11,7.7,468
The Turin Horse,8.33,2011-03-31,7.7,354
The Maltese Falcon,20.33,1941-10-18,7.705,1674
Beating Hearts,37.356,2024-10-16,7.703,427
Don't Blame the Kid,29.929,2016-05-13,7.703,630
Monsieur Verdoux,11.803,1947-09-26,7.7,418
The Children's Hour,16.909,1961-12-19,7.7,344
"Duck, You Sucker",23.147,1971-10-20,7.704,1065
For Love and Gold,6.666,1966-04-07,7.699,360
Inherit the Wind,13.979,1960-07-07,7.7,408
Fried Green Tomatoes,26.433,1991-12-27,7.7,1332
The Broken Circle Breakdown,10.634,2012-10-09,7.7,1042
Day & Night,8.057,2010-06-17,7.7,888
Cowboy Bebop: The Movie,14.984,2001-09-01,7.7,894
The Trial of the Chicago 7,28.946,2020-09-25,7.698,3016
Divines,7.315,2016-08-31,7.7,660
The Man from Nowhere,39.08,2010-08-04,7.697,1310
"Germany, Year Zero",12.054,1948-12-01,7.697,373
Jean de Florette,22.338,1986-08-27,7.697,552
If Anything Happens I Love You,8.319,2020-03-07,7.695,898
Boys,7.704,2014-01-08,7.695,683
Spirit: Stallion of the Cimarron,66.575,2002-05-24,7.7,4560
Stalag 17,26.985,1953-05-29,7.695,595
Little Miss Sunshine,19.954,2006-07-26,7.693,7077
Kwaidan,8.526,1965-01-06,7.7,382
The Searchers,28.126,1956-05-16,7.7,1400
Tangerines,7.585,2013-10-16,7.691,515
Moonrise Kingdom,17.004,2012-05-16,7.69,5814
Cléo from 5 to 7,11.16,1962-04-11,7.7,682
Constantine: City of Demons - The Movie,22.121,2018-10-04,7.688,585
Black Swan,52.527,2010-12-03,7.687,14435
Meshes of the Afternoon,7.657,1943-01-01,7.7,383
Harry Potter and the Half-Blood Prince,148.428,2009-07-15,7.688,19425
The Martian,87.694,2015-09-30,7.687,19717
Fiddler on the Roof,20.631,1971-11-03,7.686,566
Embrace of the Serpent,10.698,2015-05-25,7.7,453
My Night at Maud's,8.843,1969-06-04,7.685,306
No Manches Frida,42.172,2016-09-02,7.684,880
Nosferatu,52.899,1922-02-16,7.7,2016
Free Fall,12.361,2013-05-27,7.683,791
Dreams,12.692,1990-05-11,7.689,470
Fireworks,11.621,1997-10-30,7.7,681
Charade,16.927,1963-12-01,7.685,1373
My Policeman,14.386,2022-10-20,7.682,677
Eddie Murphy: Delirious,5.498,1983-10-15,7.682,318
"Black Cat, White Cat",18.613,1998-06-01,7.7,728
The Gentlemen,35.171,2020-01-01,7.68,5823
Onward,37.666,2020-02-29,7.68,6128
Brief Encounter,10.273,1945-11-24,7.7,619
The Princess Bride,47.296,1987-09-25,7.7,4533
Ricky Gervais: Humanity,7.09,2018-03-13,7.7,456
Bacurau,36.89,2019-08-29,7.678,1044
Harry Potter and the Order of the Phoenix,148.291,2007-07-08,7.677,19441
Girl in the Basement,84.329,2021-02-27,7.676,698
Rurouni Kenshin: The Beginning,44.952,2021-06-04,7.677,452
The Blind Side,85.452,2009-11-20,7.676,6340
"Miraculous: Ladybug & Cat Noir, The Movie",99.26,2023-07-05,7.667,861
How to Train Your Dragon 2,165.114,2014-06-05,7.674,9572
High Noon,37.299,1952-06-09,7.674,1418
Sleuth,9.292,1972-12-10,7.7,605
Mira,33.911,2022-12-22,7.669,301
Kind Hearts and Coronets,13.238,1949-06-21,7.7,538
Kind Hearts and Coronets,13.238,1949-06-21,7.7,538
The Young Girls of Rochefort,9.515,1967-03-08,7.7,593
Sniper: The White Raven,59.05,2022-05-03,7.7,747
Father There Is Only One,37.799,2019-08-02,7.7,729
Shottas,21.611,2002-02-27,7.7,330
Brazil,16.155,1985-02-20,7.7,3284
The Traitor,13.926,2019-05-23,7.7,1335
Mississippi Burning,17.54,1988-12-08,7.67,1636
The Count of Monte Cristo,49.468,2002-01-23,7.7,1773
Entergalactic,14.675,2022-09-28,7.7,373
Marcel the Shell with Shoes On,21.215,2022-06-24,7.668,546
Drishyam,14.378,2015-07-30,7.7,407
The Warriors,29.165,1979-02-01,7.668,2137
Onibaba,13.359,1964-11-21,7.7,413
Little Eggs: A Frozen Rescue,58.594,2022-12-14,7.667,344
The Batman,137.087,2022-03-01,7.7,10353
Harvey,14.841,1950-12-04,7.667,609
The Woman King,46.138,2022-09-16,7.668,2059
What's Eating Gilbert Grape,28.936,1993-12-17,7.666,3929
The Hustler,12.508,1961-09-25,7.666,967
Strangers on a Train,21.706,1951-06-27,7.667,1676
Scooby-Doo on Zombie Island,24.76,1998-09-22,7.7,754
The Conformist,10.128,1970-07-01,7.7,662
Memoirs of a Geisha,31.456,2005-12-06,7.7,3055
12 Angry Men,18.567,1997-08-17,7.7,363
All the President's Men,14.546,1976-04-09,7.7,1797
Jaws,86.769,1975-06-20,7.664,10453
Breakfast at Tiffany's,38.177,1961-10-06,7.664,4151
My Mom Is a Character 2,8.228,2016-12-22,7.663,497
Berserk: The Golden Age Arc III - The Advent,22.644,2013-02-01,7.7,355
Cast Away,42.438,2000-12-22,7.663,11355
The Terminator,100.191,1984-10-26,7.663,13176
Primal Fear,26.787,1996-03-06,7.662,3372
Hunt for the Wilderpeople,26.568,2016-03-31,7.661,2048
Captain America: The Winter Soldier,33.79,2014-03-20,7.661,18712
Threads,18.862,1984-09-23,7.7,307
October Sky,17.216,1999-02-19,7.7,1233
Lucky and Zorba,7.554,1998-12-22,7.658,611
Three Colors: Blue,26.66,1993-09-08,7.659,1674
The Eight Mountains,11.291,2022-12-21,7.656,697
The Secret World of Arrietty,31.914,2010-07-16,7.655,2824
"Quo Vadis, Aida?",9.446,2021-02-26,7.652,388
Fantastic Planet,12.131,1973-12-01,7.654,959
King Richard,22.209,2021-11-18,7.653,2470
Time of the Gypsies,22.217,1988-12-21,7.652,374
Aladdin,61.72,1992-11-25,7.652,11227
All the Bright Places,32.669,2020-02-28,7.7,2850
The Killing,17.483,1956-06-06,7.651,1523
Aftersun,44.58,2022-10-21,7.7,1390
Geri's Game,8.013,1997-11-24,7.65,1139
Roma,15.016,2018-11-21,7.6,3876
Fabricated City,16.189,2017-02-09,7.6,315
Detachment,30.666,2011-04-24,7.6,1673
Ask Me If I'm Happy,8.695,2000-12-15,7.649,1657
Iron Man,113.271,2008-04-30,7.648,26373
Fireproof,33.445,2008-09-26,7.647,750
Atonement,29.041,2007-02-27,7.6,4174
"tick, tick... BOOM!",19.818,2021-11-11,7.6,2046
My Friends Act II,6.377,1982-12-22,7.6,337
White Heat,10.567,1949-09-02,7.645,472
Planet of the Apes,38.148,1968-02-07,7.645,3533
The Kissing Booth 2,39.942,2020-07-24,7.644,4981
Andhadhun,15.298,2018-10-05,7.6,506
Taste of Cherry,15.83,1997-09-28,7.6,589
The World's Fastest Indian,20.707,2005-10-12,7.644,758
The Big Heat,9.573,1953-10-14,7.643,491
The Super Mario Bros. Movie,182.909,2023-04-05,7.642,9190
Corpus Christi,18.187,2019-09-10,7.642,536
The Graduate,38.293,1967-12-21,7.6,3313
The Last Picture Show,13.221,1971-10-03,7.641,689
Mysterious Skin,27.172,2005-03-30,7.6,1058
Boogie Nights,26.478,1997-10-10,7.642,3130
System Crasher,10.381,2019-09-19,7.64,324
A Little Princess,26.725,1995-05-10,7.6,960
I Vitelloni,6.825,1953-09-17,7.64,680
Cat on a Hot Tin Roof,10.594,1958-08-29,7.64,749
All About My Mother,19.563,1999-04-16,7.6,1877
Laurence Anyways,8.692,2012-05-18,7.638,850
Viridiana,30.239,1962-04-01,7.638,505
Bad Seeds,9.055,2018-11-21,7.6,597
The Man from Earth,29.376,2007-06-10,7.637,2484
Remember the Titans,37.351,2000-09-29,7.6,2658
Il Divo,5.481,2008-05-28,7.637,1110
Another Round,15.658,2020-09-24,7.636,3251
"Like Father, Like Son",25.226,2013-09-24,7.6,696
Fitzcarraldo,12.29,1982-03-02,7.6,755
Exhuma,71.286,2024-02-22,7.6,386
A Dog's Purpose,51.785,2017-01-19,7.635,3308
Arsenic and Old Lace,17.693,1944-09-01,7.6,928
The Banker,46.991,2020-03-06,7.6,939
Kubo and the Two Strings,29.056,2016-08-18,7.6,3553
Kingsman: The Secret Service,105.481,2015-01-24,7.633,16672
Wrath of Man,191.769,2021-04-22,7.632,5299
Victoria,9.986,2015-06-11,7.632,1211
Godzilla,23.712,1954-11-03,7.6,967
Amores Perros,64.642,2000-06-16,7.632,2592
Mickey's Christmas Carol,37.07,1983-10-19,7.634,887
Elemental,146.498,2023-06-14,7.6,4500
One Cut of the Dead,15.692,2017-11-04,7.6,829
The Longest Ride,33.996,2015-04-09,7.6,3128
The Lost Weekend,20.439,1945-11-29,7.629,579
In the Heat of the Night,21.562,1967-08-02,7.629,1065
Mediterraneo,9.108,1991-02-02,7.628,1000
I'm Starting from Three,5.526,1981-03-05,7.627,667
Breakthrough,24.804,2019-04-10,7.625,1063
Edge of Tomorrow,71.886,2014-05-27,7.625,13807
Steins;Gate: The Movie - Load Region of Déjà Vu,21.648,2013-04-20,7.6,339
Deadpool,136.009,2016-02-09,7.624,31051
Operation Y and Other Shurik's Adventures,15.915,1965-07-24,7.623,430
Le Cercle Rouge,14.28,1970-10-19,7.6,636
The Tenant,11.38,1976-05-26,7.623,1110
The Fabelmans,31.962,2022-11-11,7.623,2304
Avatar: The Way of Water,176.458,2022-12-14,7.62,11953
Vampire Hunter D: Bloodlust,24.739,2000-08-25,7.6,650
Dave Chappelle: Sticks & Stones,15.938,2019-08-26,7.62,309
The Ultimate Gift,30.655,2007-03-09,7.618,440
Lilya 4-ever,30.716,2002-08-23,7.6,553
Blue Velvet,27.166,1986-09-19,7.6,3287
Get Out,83.67,2017-02-24,7.619,17425
Sin Nombre,17.273,2009-03-20,7.619,679
Stagecoach,25.521,1939-03-03,7.6,1104
Mortal Kombat Legends: Battle of the Realms,27.353,2021-08-30,7.6,432
Guardians of the Galaxy Vol. 2,76.352,2017-04-19,7.6,21536
The Last Emperor,15.088,1987-10-04,7.618,1675
Battleship Potemkin,15.484,1925-12-24,7.6,1152
The Spirit of the Beehive,27.401,1973-10-08,7.6,343
Mad Max: Fury Road,90.453,2015-05-13,7.616,22588
Anastasia,45.003,1997-11-20,7.616,5250
Persian Lessons,13.58,2020-04-17,7.6,397
The Philadelphia Story,13.724,1940-12-05,7.615,857
A Streetcar Named Desire,21.109,1951-09-19,7.6,1348
My Hero Academia: World Heroes' Mission,46.307,2021-08-06,7.614,549
Brother,12.527,1997-12-12,7.6,399
Children of Men,35.199,2006-09-22,7.614,7075
The Little Prince,26.266,2015-07-29,7.613,2779
Being There,9.084,1979-12-19,7.612,971
The Sicilian Clan,10.611,1969-12-05,7.6,322
The Others,49.729,2001-08-02,7.612,6500
To All the Boys I've Loved Before,61.141,2018-08-16,7.6,8355
